datetime,open,high,low,close,volume,hold,open_interest
2026-05-18 22:00:00,1003.28,1006.6,1002.8,1005.12,7858,116535.0,
2026-05-18 22:15:00,1005.18,1005.18,1002.0,1002.96,9133,116746.0,
2026-05-18 22:30:00,1002.98,1003.84,1001.12,1002.36,2258,116970.0,
2026-05-18 22:45:00,1002.36,1002.62,997.72,999.52,8867,116975.0,
2026-05-18 23:00:00,999.54,999.62,997.54,999.1,6098,117021.0,
2026-05-18 23:15:00,999.04,999.4,996.3,997.96,7521,116730.0,
2026-05-18 23:30:00,997.96,998.36,996.68,996.68,3844,116710.0,
2026-05-18 23:45:00,996.7,998.7,996.44,997.48,4240,116644.0,
2026-05-19 00:00:00,997.48,999.0,997.34,998.32,2275,116566.0,
2026-05-19 00:15:00,998.36,999.44,997.7,999.26,2782,116482.0,
2026-05-19 00:30:00,999.26,999.72,996.38,996.9,4326,116507.0,
2026-05-19 00:45:00,997.04,998.6,996.44,998.26,2663,116322.0,
2026-05-19 01:00:00,998.26,1000.46,998.2,999.76,3536,115842.0,
2026-05-19 01:15:00,999.76,1001.5,999.34,1000.4,423,115649.0,
2026-05-19 01:30:00,1000.38,1000.88,1000.02,1000.5,1548,115682.0,
